# ============================================================================
# CHAOS REDUX - EVENT 006 INDEPENDENCE WAVE IDEAS REGISTRY
# ============================================================================
# Definition-only source consolidation. Original identifiers, values, and
# section order are preserved; source markers retain package provenance.
# Identical file-scoped constants are emitted once at the registry header.
# ============================================================================

# Consolidated file-scoped constants
				political_power_gain = @tra_constitutional_pp
				stability_factor = @tra_constitutional_stability
				research_speed_factor = @tra_constitutional_research
			}
		}

		tra_workers_and_rail_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = TRA }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @tra_popular_factory
				production_speed_buildings_factor = @tra_popular_construction
				consumer_goods_factor = @tra_popular_consumer
			}
		}

		tra_border_communes_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = TRA }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @tra_traditional_stability
				war_support_factor = @tra_traditional_war_support
				recruitable_population_factor = @tra_traditional_recruitable
			}
		}

		tra_frontier_security_commission = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = TRA }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = @tra_emergency_defense
				army_org_factor = @tra_emergency_org
				training_time_army_factor = @tra_emergency_training
			}
		}

		tra_patron_trade_compact = {
			picture = independence_wave_recognition_diplomacy
			allowed = { original_tag = TRA }
			allowed_civil_war = { always = yes }
			modifier = {
				trade_opinion_factor = @tra_patron_trade
				puppet_cost_factor = @tra_patron_dependency
			}
		}

		# SOURCE: 006_independence_wave_udm_ideas.txt
		udm_fragmented_workshop_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = UDM }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = -0.14
				supply_consumption_factor = 0.16
				recruitable_population_factor = -0.03
			}
		}

		udm_industrial_forest_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = UDM }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.10
				supply_consumption_factor = -0.08
				army_defence_factor = 0.10
			}
		}

		udm_workshop_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = UDM }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.07
				research_speed_factor = 0.05
				production_speed_buildings_factor = 0.06
			}
		}

		udm_worker_forest_councils = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = UDM }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = 0.09
				production_speed_buildings_factor = 0.08
				consumer_goods_factor = -0.05
			}
		}

		udm_cultural_register = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = UDM }
			allowed_civil_war = { always = yes }
			modifier = {
				local_resources_factor = 0.06
				stability_factor = 0.04
				production_speed_buildings_factor = 0.03
			}
		}

		udm_cultural_land_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = UDM }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.08
				recruitable_population_factor = 0.05
				supply_consumption_factor = -0.05
			}
		}

		udm_industrial_emergency_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = UDM }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = 0.15
				army_org_factor = 0.08
				training_time_army_factor = -0.08
				stability_factor = -0.04
			}
		}

		# SOURCE: 006_independence_wave_wallonia_frisia_ideas.txt
		afx_disrupted_industrial_belt = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = AFX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @afx_disrupted_stability
				industrial_capacity_factory = @afx_disrupted_factory
				production_factory_efficiency_gain_factor = @afx_disrupted_efficiency
				supply_consumption_factor = @afx_disrupted_supply
			}
		}

		afx_sambre_meuse_industrial_covenant = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = AFX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @afx_mature_stability
				industrial_capacity_factory = @afx_mature_factory
				production_factory_max_efficiency_factor = @afx_mature_efficiency
				local_resources_factor = @afx_mature_resources
			}
		}

		afx_constitutional_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = AFX }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @constitutional_pp
				stability_factor = @constitutional_stability
				research_speed_factor = @constitutional_research
			}
		}

		afx_workers_industrial_charter = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = AFX }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @popular_factory
				production_factory_efficiency_gain_factor = @popular_efficiency
				consumer_goods_factor = @popular_consumer
			}
		}

		afx_emergency_works_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = AFX }
			allowed_civil_war = { always = yes }
			modifier = {
				army_org_factor = @emergency_org
				max_planning_factor = @emergency_planning
				training_time_army_factor = @emergency_training
				consumer_goods_factor = @emergency_consumer
			}
		}

		afx_patron_industrial_mandate = {
			picture = independence_wave_patron_pressure
			allowed = { original_tag = AFX }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @patron_factory
				production_factory_efficiency_gain_factor = @patron_efficiency
				political_power_gain = @patron_pp
				consumer_goods_factor = @patron_consumer
			}
		}

		agx_exposed_waterline = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = AGX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @agx_exposed_stability
				production_speed_buildings_factor = @agx_exposed_construction
				supply_consumption_factor = @agx_exposed_supply
				army_org_factor = @agx_exposed_org
			}
		}

		agx_dike_and_coast_authority = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = AGX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @agx_mature_stability
				production_speed_buildings_factor = @agx_mature_construction
				supply_consumption_factor = @agx_mature_supply
				army_org_factor = @agx_mature_org
			}
		}

		agx_constitutional_water_board = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = AGX }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @constitutional_pp
				stability_factor = @constitutional_stability
				research_speed_factor = @constitutional_research
			}
		}

		agx_coastal_labor_councils = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = AGX }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @popular_factory
				production_factory_efficiency_gain_factor = @popular_efficiency
				consumer_goods_factor = @popular_consumer
			}
		}

		agx_patron_harbor_mandate = {
			picture = independence_wave_patron_pressure
			allowed = { original_tag = AGX }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @patron_factory
				production_factory_efficiency_gain_factor = @patron_efficiency
				political_power_gain = @patron_pp
				consumer_goods_factor = @patron_consumer
			}
		}
	}
}
